state_fips,state_abbr,year,electric_bill_monthly,electric_bill_annual
36,NY,2017,103.2175538190938,1238.6106458291256
36,NY,2018,111.93098152954116,1343.1717783544939
36,NY,2019,103.60448857929993,1243.253862951599
36,NY,2020,110.4732495280531,1325.6789943366373
37,NC,2008,106.61197909195015,1279.3437491034017
37,NC,2009,112.29612531228331,1347.5535037473996
37,NC,2010,125.20274166137067,1502.432899936448
37,NC,2011,118.09375588523726,1417.125070622847
37,NC,2012,117.4525463915024,1409.4305566980288
37,NC,2013,120.5181881024116,1446.2182572289391
37,NC,2014,126.08766727175892,1513.052007261107
37,NC,2015,125.51498474953371,1506.1798169944045
37,NC,2016,121.43603045409566,1457.232365449148
37,NC,2017,113.97709927802914,1367.7251913363498
37,NC,2018,125.16674285011054,1502.0009142013264
37,NC,2019,123.24586974072913,1478.9504368887497
37,NC,2020,118.43774511390893,1421.2529413669072
38,ND,2008,83.67528338980215,1004.1034006776258
38,ND,2009,87.16836296953271,1046.0203556343924
38,ND,2010,91.15659596804419,1093.8791516165302
38,ND,2011,98.45960649617926,1181.515277954151
38,ND,2012,98.85009151975338,1186.2010982370405
38,ND,2013,109.84659355038652,1318.1591226046382
38,ND,2014,113.388501572864,1360.662018874368
38,ND,2015,104.95597589239328,1259.4717107087195
38,ND,2016,106.2786297769977,1275.3435573239724
38,ND,2017,109.37926147699339,1312.5511377239206
38,ND,2018,114.5997780077854,1375.1973360934248
38,ND,2019,114.26794238490747,1371.2153086188896
38,ND,2020,113.26125702999867,1359.1350843599841
39,OH,2008,91.50243058699931,1098.0291670439917
39,OH,2009,93.64759832524418,1123.77117990293
39,OH,2010,105.28468111708513,1263.4161734050215
39,OH,2011,104.85601341845144,1258.2721610214173
39,OH,2012,105.22530080439269,1262.7036096527122
39,OH,2013,107.0744859270843,1284.8938311250115
39,OH,2014,112.62402897297419,1351.4883476756902
39,OH,2015,112.24678358127001,1346.9614029752402
39,OH,2016,111.15242489696664,1333.8290987635996
39,OH,2017,106.13254894032599,1273.5905872839119
39,OH,2018,114.80400736778819,1377.6480884134583
